Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue
0085-005	312-313	3	μοι	postag	p1s---cd-	p-s---fd-
0085-005	312-313	7	ἄλλος	postag	p-s---mn-	a-s---mn-
0085-005	312-313	9	ἄλλου	postag	p-s---mg-	a-s---mg-
0085-005	312-313	13	[0]	lemma	_	/
0085-005	314	1	νικᾷ	relation	PRED	PRED_CO
0085-005	314	1	νικᾷ	head	0	2
0085-005	314	2	δ’	postag	d--------	g--------
0085-005	314	2	δ’	relation	AuxY	COORD
0085-005	314	2	δ’	head	1	0
0085-005	314	4	πρῶτος	relation	ADV_CO	AtvV_CO
0085-005	314	5	καὶ	postag	b--------	c--------
0085-005	314	6	τελευταῖος	relation	ADV_CO	AtvV_CO
0085-005	315-316	2	τοιοῦτον	postag	p-s---na-	a-s---na-
0085-005	315-316	4	τέ	lemma	τε	σύ
0085-005	315-316	4	τέ	postag	b--------	p-s----a-
0085-005	315-316	5	σοι	postag	p2s---cd-	p-s----d-
0085-005	315-316	10	Τροίας	lemma	Τροία	τροία
0085-005	315-316	11	ἐμοί	lemma	ἐγώ	ἐμός
0085-005	315-316	11	ἐμοί	postag	p1s---cd-	a-p---mn-
0085-005	317	2	μὲν	postag	d--------	g--------
0085-005	318-319	2	δ’	postag	d--------	g--------
0085-005	318-319	8	ἂν	postag	d--------	g--------
0085-005	318-319	9	ὡς	postag	c--------	d--------
0085-005	318-319	12	.	relation	AuxK	AuxX
0085-005	318-319	13	[0]	lemma	_	/
0085-005	322-323	2	τ’	postag	b--------	g--------
0085-005	322-323	4	τ’	postag	b--------	g--------
0085-005	322-323	6	ταὐτῷ	lemma	αὐτός	ταὐτός
0085-005	322-323	6	ταὐτῷ	postag	p-s---nd-	a-s---nd-
0085-005	322-323	9	ἄν	postag	d--------	g--------
0085-005	322-323	12	φίλω	relation	ADV	AtvV
0085-005	324-325	1	καὶ	postag	d--------	c--------
0085-005	324-325	1	καὶ	relation	AuxY	COORD
0085-005	324-325	1	καὶ	head	9	0
0085-005	324-325	4	καὶ	postag	b--------	c--------
0085-005	324-325	9	ἔστι	relation	PRED	PRED_CO
0085-005	324-325	9	ἔστι	head	0	1
0085-005	326-329	1	οἱ	postag	l-p---mn-	p-p---mn-
0085-005	326-329	2	μὲν	postag	d--------	g--------
0085-005	326-329	3	γὰρ	postag	d--------	g--------
0085-005	326-329	9	τε	postag	b--------	g--------
0085-005	326-329	10	καὶ	postag	b--------	c--------
0085-005	326-329	12	παῖδες	postag	n-p---cn-	n-p---mn-
0085-005	326-329	19	φιλτάτων	lemma	φίλος	φίλτατος
0085-005	326-329	19	φιλτάτων	postag	a-p---mgs	a-p---mg-
0085-005	326-329	22	[0]	lemma	_	/
0085-005	330-333	1	τοὺς	postag	l-p---ma-	p-p---ma-
0085-005	330-333	2	δ’	postag	d--------	g--------
0085-005	330-333	2	δ’	relation	AuxY	COORD
0085-005	330-333	2	δ’	head	14	0
0085-005	330-333	3	αὖτε	relation	ADV	AuxY
0085-005	330-333	8	νήστεις	postag	a-p---ma-	n-p---ma-
0085-005	330-333	14	τάσσει	relation	PRED	PRED_CO
0085-005	330-333	14	τάσσει	head	0	2
0085-005	330-333	17	οὐδὲν	postag	p-s---na-	a-s---na-
0085-005	330-333	22	ἀλλ’	postag	b--------	d--------
0085-005	330-333	23	ὡς	postag	c--------	d--------
0085-005	334-337	2	δ’	postag	d--------	g--------
0085-005	334-337	13	τ’	postag	b--------	g--------
0085-005	334-337	16	ὡς	postag	c--------	d--------
0085-005	334-337	17	δ’	postag	b--------	g--------
0085-005	334-337	19	ἀφύλακτον	relation	ADV	ATV
0085-005	334-337	24	[0]	lemma	_	/
0085-005	338-340	2	δ’	postag	d--------	g--------
0085-005	338-340	2	δ’	relation	AuxY	COORD
0085-005	338-340	2	δ’	head	20	0
0085-005	338-340	13	θ’	postag	b--------	g--------
0085-005	338-340	17	τἂν	postag	d--------	g--------
0085-005	338-340	17	τἂν	relation	AuxY	OBJ
0085-005	338-340	19	αὖθις	relation	ADV	AuxY
0085-005	338-340	20	ἀνθαλοῖεν	relation	PRED	PRED_CO
0085-005	338-340	20	ἀνθαλοῖεν	head	0	2
0085-005	338-340	21	ἄν	postag	d--------	g--------
0085-005	341-342	2	δὲ	postag	d--------	g--------
0085-005	341-342	2	δὲ	relation	AuxY	COORD
0085-005	341-342	2	δὲ	head	6	0
0085-005	341-342	3	μή	postag	d--------	c--------
0085-005	341-342	4	τις	postag	p-s---cn-	p-s---mn-
0085-005	341-342	5	πρότερον	lemma	πρότερον	πρότερος
0085-005	341-342	5	πρότερον	postag	d-------c	a-s---ma-
0085-005	341-342	6	ἐμπίπτῃ	relation	PRED	PRED_CO
0085-005	341-342	6	ἐμπίπτῃ	head	0	2
0085-005	341-342	10	μὴ	postag	d--------	c--------
0085-005	341-342	12	,	relation	AuxX	AuxZ
0085-005	341-342	16	[0]	lemma	_	/
0085-005	343-344	1	δεῖ	lemma	δέω	δεῖ
0085-005	343-344	1	δεῖ	postag	v3spia---	v3spi----
0085-005	343-344	2	γὰρ	postag	d--------	g--------
0085-005	343-344	6	σωτηρίας	relation	OBJ	OBJ_AP
0085-005	343-344	6	σωτηρίας	head	1	13
0085-005	343-344	7	κάμψαι	relation	APOS	OBJ_AP
0085-005	343-344	7	κάμψαι	head	6	13
0085-005	345-347	2	δ’	postag	d--------	g--------
0085-005	345-347	2	δ’	relation	AuxY	COORD
0085-005	345-347	2	δ’	head	13	0
0085-005	345-347	3	ἀναμπλάκητος	relation	ADV	ATV
0085-005	345-347	13	γένοιτ’	postag	v3saom---	v3sao----
0085-005	345-347	13	γένοιτ’	relation	PRED	PRED_CO
0085-005	345-347	13	γένοιτ’	head	0	2
0085-005	345-347	14	ἄν	postag	d--------	g--------
0085-005	345-347	18	μὴ	postag	d--------	c--------
0085-005	348	1	τοιαῦτά	postag	p-p---na-	a-p---na-
0085-005	348	2	τοι	postag	d--------	g--------
0085-005	348	3	γυναικὸς	relation	APOS	ATR
0085-005	348	5	ἐμοῦ	postag	p1s---cg-	p-s---fg-
0085-005	349	2	δ’	postag	d--------	g--------
0085-005	349	2	δ’	relation	AuxY	COORD
0085-005	349	2	δ’	head	4	0
0085-005	349	4	κρατοίη	relation	PRED	PRED_CO
0085-005	349	4	κρατοίη	head	0	2
0085-005	349	5	μὴ	postag	d--------	c--------
0085-005	349	7	ἰδεῖν	lemma	ὁράω	εἶδον
0085-005	350	2	γὰρ	postag	d--------	g--------
0085-005	352-353	1	ἐγὼ	postag	p1s---cn-	p-s---mn-
0085-005	352-353	2	δ’	postag	d--------	g--------
0085-005	352-353	2	δ’	relation	AuxY	COORD
0085-005	352-353	2	δ’	head	10	0
0085-005	352-353	5	σου	postag	p2s---cg-	p-s----g-
0085-005	352-353	8	προσειπεῖν	lemma	προσλέγω	προσεῖπον
0085-005	352-353	10	παρασκευάζομαι	relation	PRED	PRED_CO
0085-005	352-353	10	παρασκευάζομαι	head	0	2
0085-005	354	2	γὰρ	postag	d--------	g--------
0085-005	355-361	2	Ζεῦ	lemma	Ζεύς	ζεύς
0085-005	355-361	4	καὶ	postag	b--------	c--------
0085-005	355-361	20	μήτε	postag	b--------	g--------
0085-005	355-361	22	μήτ’	lemma	μήτε	μήτις
0085-005	355-361	22	μήτ’	postag	b--------	a-s----a-
0085-005	355-361	23	οὖν	postag	d--------	g--------
0085-005	355-361	25	τιν’	postag	p-s---ca-	p-s---ma-
0085-005	355-361	28	δουλείας	lemma	δουλεία	δούλειος
0085-005	355-361	34	[0]	lemma	_	/
0085-005	362-366	2	τοι	postag	d--------	g--------
0085-005	362-366	10	Ἀλεξάνδρῳ	lemma	Ἀλέξανδρος	̓ἀλέξανδρος
0085-005	362-366	16	ἂν	postag	d--------	g--------
0085-005	362-366	17	μήτε	postag	b--------	g--------
0085-005	362-366	20	μήθ’	postag	b--------	g--------
0085-005	362-366	24	ἠλίθιον	relation	ADV	ATV
0085-005	367-368	4	εἰπεῖν	lemma	λέγω	εἶπον
0085-005	367-368	7	τοῦτό	postag	p-s---na-	a-s---na-
0085-005	367-368	8	γ’	postag	d--------	g--------
0085-005	369	1	[ὡς]	postag	d--------	c--------
0085-005	369	1	[ὡς]	relation	AuxY	UNDEFINED
0085-005	369	1	[ὡς]	head	2	0
0085-005	369	3	ὡς	postag	c--------	d--------
0085-005	369-372	3	τις	postag	p-s---cn-	p-s---mn-
0085-005	369-372	8	ὅσοις	postag	p-p---md-	a-p---md-
0085-005	372	1	ὁ	postag	l-s---mn-	p-s---mn-
0085-005	372	2	δ’	postag	d--------	g--------
0085-005	372	2	δ’	relation	AuxY	COORD
0085-005	372	2	δ’	head	6	0
0085-005	372	6	[0]	lemma	_	/
0085-005	372	6	[0]	relation	PRED	PRED_CO
0085-005	372	6	[0]	head	0	2
0085-005	373-378	1	πέφανται	relation	PRED	PRED_CO
0085-005	373-378	1	πέφανται	head	0	2
0085-005	373-378	2	δ’	postag	d--------	g--------
0085-005	373-378	2	δ’	relation	AuxY	COORD
0085-005	373-378	2	δ’	head	1	0
0085-005	373-378	3	ἐκτίνουσ’	relation	ADV	ATV
0085-005	373-378	16	βέλτιστον	lemma	ἀγαθός	βέλτιστος
0085-005	373-378	16	βέλτιστον	postag	a-s---nas	a-s---na-
0085-005	373-378	18	[0]	lemma	_	/
0085-005	381-384	2	γὰρ	postag	d--------	g--------
0085-005	381-384	11	δίκας	form	δίκας	Δίκας
0085-005	385-386	1	βιᾶται	relation	PRED	PRED_CO
0085-005	385-386	1	βιᾶται	head	0	2
0085-005	385-386	2	δ’	postag	d--------	g--------
0085-005	385-386	2	δ’	relation	AuxY	COORD
0085-005	385-386	2	δ’	head	1	0
0085-005	385-386	5	πειθώ	relation	SBJ	SBJ_AP
0085-005	385-386	5	πειθώ	head	1	6
0085-005	385-386	6	,	relation	AuxX	APOS
0085-005	385-386	6	,	head	0	1
0085-005	385-386	8	παῖς	postag	n-s---cn-	n-s---fn-
0085-005	385-386	8	παῖς	relation	APOS	SBJ_AP
0085-005	385-386	8	παῖς	head	5	6
0085-005	387	2	δὲ	postag	d--------	g--------
0085-005	387	2	δὲ	relation	AuxY	COORD
0085-005	387	2	δὲ	head	6	0
0085-005	387	6	[0]	lemma	_	/
0085-005	387	6	[0]	relation	PRED	PRED_CO
0085-005	387	6	[0]	head	0	2
0085-005	387-388	5	δέ	postag	b--------	g--------
0085-005	387-388	7	φῶς	relation	SBJ	SBJ_AP
0085-005	387-388	7	φῶς	head	5	9
0085-005	387-388	9	,	relation	AuxX	APOS
0085-005	387-388	9	,	head	0	5
0085-005	387-388	10	σίνος	relation	APOS	SBJ_AP
0085-005	387-388	10	σίνος	head	7	9
0085-005	390-395	2	δὲ	postag	d--------	g--------
0085-005	390-395	2	δὲ	relation	AuxY	PRED
0085-005	390-395	2	δὲ	head	10	0
0085-005	390-395	3	χαλκοῦ	lemma	χάλκεος	χαλκοῦς
0085-005	390-395	6	τε	postag	b--------	g--------
0085-005	390-395	7	καὶ	postag	b--------	c--------
0085-005	390-395	10	πέλει	relation	PRED	PRED_CO
0085-005	390-395	10	πέλει	head	0	2
0085-005	390-395	12	,	relation	AuxX	AuxC
0085-005	390-395	15	παῖς	postag	n-s---cn-	n-s---mn-
0085-005	396	2	δ’	postag	d--------	g--------
0085-005	396	2	δ’	relation	AuxY	COORD
0085-005	396	2	δ’	head	3	0
0085-005	396	3	ἀκούει	relation	PRED	PRED_CO
0085-005	396	3	ἀκούει	head	0	2
0085-005	396	4	μὲν	postag	d--------	g--------
0085-005	396	5	οὔτις	postag	p-s---mn-	a-s---mn-
0085-005	397-398	2	δ’	postag	d--------	g--------
0085-005	397-398	2	δ’	relation	AuxY	COORD
0085-005	397-398	2	δ’	head	7	0
0085-005	397-398	4	τῶν	postag	l-p---ng-	p-p---ng-
0085-005	397-398	7	καθαιρεῖ	relation	PRED	PRED_CO
0085-005	397-398	7	καθαιρεῖ	head	0	2
0085-005	403-408	2	δ’	postag	d--------	g--------
0085-005	403-408	2	δ’	relation	AuxY	COORD
0085-005	403-408	2	δ’	head	18	0
0085-005	403-408	5	τε	postag	b--------	g--------
0085-005	403-408	6	καὶ	postag	b--------	c--------
0085-005	403-408	10	θ’	postag	b--------	g--------
0085-005	403-408	14	τ’	postag	b--------	g--------
0085-005	403-408	15	ἀντίφερνον	relation	ADV	ATV
0085-005	403-408	16	Ἰλίῳ	lemma	Ἴλιος	῎ἴλιος
0085-005	403-408	18	βέβακεν	head	0	2
0085-005	408-409	2	δ’	postag	d--------	g--------
0085-005	408-409	2	δ’	relation	AuxY	COORD
0085-005	408-409	2	δ’	head	3	0
0085-005	408-409	3	ἔστενον	relation	PRED	PRED_CO
0085-005	408-409	3	ἔστενον	head	0	2
0085-005	410-411	4	δῶμα	relation	MWE	AuxY
0085-005	410-411	5	δῶμα	postag	n-s---nv-	--s---nv-
0085-005	410-411	6	καὶ	postag	b--------	c--------
0085-005	410-411	9	ἰὼ	head	10	11
0085-005	410-411	10	λέχος	relation	ExD	ExD_CO
0085-005	410-411	10	λέχος	head	8	11
0085-005	410-411	11	καὶ	postag	b--------	c--------
0085-005	410-411	11	καὶ	relation	AuxY	COORD
0085-005	410-411	11	καὶ	head	10	8
0085-005	410-411	12	στίβοι	head	11	10
0085-005	410-411	15	[0]	lemma	_	/
0085-005	412-413	6	ἀφημένων	postag	v-pppemg-	v--pp-mg-
0085-005	412-413	7	ἰδεῖν	lemma	ὁράω	εἶδον
0085-005	414-415	2	δ’	postag	d--------	g--------
0085-005	414-415	2	δ’	relation	AuxY	COORD
0085-005	414-415	2	δ’	head	5	0
0085-005	414-415	5	δόξει	relation	PRED	PRED_CO
0085-005	414-415	5	δόξει	head	0	2
0085-005	416-417	2	δὲ	postag	d--------	g--------
0085-005	416-417	2	δὲ	relation	AuxY	COORD
0085-005	416-417	2	δὲ	head	4	0
0085-005	416-417	4	ἔχθεται	relation	PRED	PRED_CO
0085-005	416-417	4	ἔχθεται	head	0	2
0085-005	418-419	2	δ’	postag	d--------	g--------
0085-005	418-419	2	δ’	relation	AuxY	COORD
0085-005	418-419	2	δ’	head	5	0
0085-005	418-419	5	ἔρρει	relation	PRED	PRED_CO
0085-005	418-419	5	ἔρρει	head	0	2
0085-005	423-426	2	γάρ	postag	d--------	g--------
0085-005	423-426	5	ἂν	postag	d--------	g--------
0085-005	423-426	5	ἂν	relation	AuxY	AuxZ
0085-005	423-426	7	τις	postag	p-s---cn-	p-s---mn-
0085-005	427-428	2	μὲν	postag	d--------	g--------
0085-005	427-428	10	καὶ	postag	b--------	c--------
0085-005	429-431	3	δ’	postag	b--------	g--------
0085-005	429-431	3	δ’	relation	AuxY	COORD
0085-005	429-431	3	δ’	head	12	0
0085-005	429-431	5	Ἕλλανος	postag	a-s---fg-	n-s---fg-
0085-005	429-431	12	πρέπει	relation	PRED	PRED_CO
0085-005	429-431	12	πρέπει	head	0	3
0085-005	432	2	γοῦν	postag	d--------	g--------
0085-005		3	εὖ	relation	ADV	OBJ
0085-005	452-454	1	οἱ	postag	l-p---mn-	p-p---mn-
0085-005	452-454	2	δ’	postag	d--------	g--------
0085-005	452-454	2	δ’	relation	AuxY	COORD
0085-005	452-454	2	δ’	head	10	0
0085-005	452-454	7	Ἰλιάδος	lemma	Ἰλιάς	̓ἰλιάς
0085-005	452-454	9	εὔμορφοι	relation	ADV	ATV
0085-005	452-454	10	κατέχουσιν	relation	PRED	PRED_CO
0085-005	452-454	10	κατέχουσιν	head	0	2
0085-005	454-455	1	ἐχθρὰ	form	ἐχθρὰ	θρὰ
0085-005	454-455	1	ἐχθρὰ	head	3	6
0085-005	454-455	2	δ’	postag	d--------	g--------
0085-005	454-455	2	δ’	relation	AuxY	COORD
0085-005	454-455	2	δ’	head	4	0
0085-005	454-455	3	ἔχοντας	head	4	6
0085-005	454-455	4	ἔκρυψεν	relation	PRED	PRED_CO
0085-005	454-455	4	ἔκρυψεν	head	0	4
0085-005	456	2	δ’	postag	d--------	g--------
0085-005	456	2	δ’	relation	AuxY	COORD
0085-005	456	2	δ’	head	8	0
0085-005	456	8	[0]	lemma	_	/
0085-005	456	8	[0]	relation	PRED	PRED_CO
0085-005	456	8	[0]	head	0	2
0085-005	457	2	δ’	postag	d--------	g--------
0085-005	457	2	δ’	relation	AuxY	COORD
0085-005	457	2	δ’	head	4	0
0085-005	457	4	τίνει	relation	PRED	PRED_CO
0085-005	457	4	τίνει	head	0	2
0085-005	458-460	1	μένει	relation	PRED	PRED_CO
0085-005	458-460	1	μένει	head	0	2
0085-005	458-460	2	δ’	postag	d--------	g--------
0085-005	458-460	2	δ’	relation	AuxY	COORD
0085-005	458-460	2	δ’	head	1	0
0085-005	458-460	5	μου	postag	p1s---cg-	p-s---mg-
0085-005	461-462	3	γὰρ	postag	d--------	g--------
0085-005	461-462	8	[0]	lemma	_	/
0085-005	461-462	8	[0]	relation	PRED	PRED_CO
0085-005	462-468	1	κελαιναὶ	form	κελαιναὶ	ναὶ
0085-005	462-468	1	κελαιναὶ	head	3	5
0085-005	462-468	2	δ’	postag	d--------	g--------
0085-005	462-468	2	δ’	head	16	18
0085-005	462-468	3	Ἐρινύες	head	12	14
0085-005	462-468	4	χρόνῳ	head	12	14
0085-005	462-468	5	τυχηρὸν	head	6	8
0085-005	462-468	6	ὄντ’	head	12	14
0085-005	462-468	7	ἄνευ	head	5	7
0085-005	462-468	8	δίκας	head	7	9
0085-005	462-468	9	παλιντυχεῖ	head	10	12
0085-005	462-468	10	τριβᾷ	head	12	14
0085-005	462-468	11	βίου	head	10	12
0085-005	462-468	12	τιθεῖσ’	head	16	18
0085-005	462-468	13	ἀμαυρόν	head	12	14
0085-005	462-468	14	,	head	16	18
0085-005	462-468	15	ἐν	head	18	22
0085-005	462-468	16	δ’	postag	b--------	g--------
0085-005	462-468	17	ἀίστοις	form	ἀίστοις	στοις
0085-005	462-468	17	ἀίστοις	lemma	ἄϊστος	ἀίστός
0085-005	462-468	17	ἀίστοις	head	15	17
0085-005	462-468	18	τελέθοντος	head	20	26
0085-005	462-468	19	οὔτις	postag	p-s---fn-	a-s---fn-
0085-005	462-468	19	οὔτις	head	20	26
0085-005	462-468	20	ἀλκά	form	ἀλκά	κά
0085-005	462-468	20	ἀλκά	head	22	28
0085-005	462-468	22	[0]	lemma	_	/
0085-005	462-468	22	[0]	head	16	18
0085-005	468-469	2	δ’	postag	d--------	g--------
0085-005	468-469	2	δ’	relation	AuxY	COORD
0085-005	468-469	2	δ’	head	8	0
0085-005	468-469	8	[0]	lemma	_	/
0085-005	468-469	8	[0]	relation	PRED	PRED_CO
0085-005	468-469	8	[0]	head	0	2
0085-005	471	2	δ’	postag	d--------	g--------
0085-005	475-477	2	δ’	postag	d--------	g--------
0085-005	477-478	1	εἰ	relation	AuxC	AuxP
0085-005	477-478	2	δ’	postag	d--------	g--------
0085-005	477-478	5	τίς	postag	p-s---cn-	p-s---mn-
0085-005	477-478	8	ἤ	postag	b--------	c--------
0085-005	477-478	12	πῃ	postag	d--------	g--------
0085-005	479-482	2	τίς	postag	p-s---cn-	p-s---mn-
0085-005	479-482	3	ὧδε	relation	ADV	AuxZ
0085-005	479-482	5	ἢ	postag	b--------	c--------
0085-005	479-482	18	;-	postag	u--------	---------
0085-005	479-482	19	[0]	lemma	_	/
0085-005	483-484	1	[ἐν]	relation	AuxP	UNDEFINED
0085-005	483-484	1	[ἐν]	head	4	0
0085-005	483-484	3	αἰχμᾷ	head	1	4
0085-005	485-486	2	πιθανὸς	relation	ADV	ATV
0085-005	485-486	3	ἄγαν	relation	ADV	AuxZ
0085-005	485-486	8	ταχύπορος	relation	ADV	ATV
0085-005	486-487	2	ταχύμορον	relation	ADV	ATV
0085-005	488-492	4	φαεσφόρων	lemma	φαέσφορος	φαεσφόρος
0085-005	488-492	6	τε	postag	b--------	g--------
0085-005	488-492	7	καὶ	postag	b--------	c--------
0085-005	488-492	11	εἴτ’	postag	b--------	d--------
0085-005	488-492	12	οὖν	postag	d--------	g--------
0085-005	488-492	14	εἶτ’	relation	ADV	COORD
0085-005	488-492	17	τερπνὸν	relation	ADV	AtvV
0085-005	488-492	24	[0]	lemma	_	/
0085-005	494-499	1	μαρτυρεῖ	relation	PRED	PRED_CO
0085-005	494-499	1	μαρτυρεῖ	head	0	2
0085-005	494-499	2	δέ	postag	d--------	g--------
0085-005	494-499	2	δέ	relation	AuxY	COORD
0085-005	494-499	2	δέ	head	1	0
0085-005	494-499	3	μοι	postag	p1s---cd-	p-s---md-
0085-005	494-499	4	κάσις	relation	SBJ	SBJ_AP
0085-005	494-499	4	κάσις	head	1	41
0085-005	494-499	8	κόνις	relation	APOS	SBJ_AP
0085-005	494-499	8	κόνις	head	4	41
0085-005	494-499	9	τάδε	relation	OBJ	OBJ_AP
0085-005	494-499	9	τάδε	head	1	10
0085-005	494-499	10	,	relation	AuxX	APOS
0085-005	494-499	10	,	head	0	1
0085-005	494-499	11	ὡς	head	9	10
0085-005	494-499	13	τ’	postag	b--------	g--------
0085-005	494-499	16	τε	postag	b--------	g--------
0085-005	494-499	17	σοι	postag	p2s---cd-	p-s----d-
0085-005	494-499	22	σημανεῖ	relation	APOS_CO	OBJ_AP_CO
0085-005	494-499	26	ἀλλ’	postag	b--------	d--------
0085-005	494-499	27	ἢ	postag	b--------	c--------
0085-005	494-499	30	μᾶλλον	lemma	μάλα	μᾶλλον
0085-005	494-499	30	μᾶλλον	postag	d-------c	d--------
0085-005	494-499	31	ἐκβάξει	relation	APOS_CO	OBJ_AP_CO
0085-005	494-499	36	δὲ	postag	b--------	g--------
0085-005	494-499	38	ἀποστέργω	relation	APOS_CO	OBJ_AP_CO
0085-005	500	2	γὰρ	postag	d--------	g--------
0085-005	501-502	4	ἄλλως	lemma	ἄλλος	ἄλλως
0085-005	501-502	9	αὐτὸς	postag	p-s---mn-	a-s---mn-
0085-005	501-502	9	αὐτὸς	relation	ADV	AtvV
0085-005	503-505	8	σε	postag	p2s---ca-	p-s----a-
0085-005	503-505	17	μιᾶς	postag	m-s---fg-	a-s---fg-
0085-005	506-507	2	γάρ	postag	d--------	g--------
0085-005	506-507	3	ποτ’	postag	d--------	g--------
0085-005	506-507	3	ποτ’	relation	ADV	AuxZ
0085-005	506-507	7	Ἀργείᾳ	lemma	Ἀργεῖος	̓ἀργεῖος
0085-005	506-507	9	θανὼν	lemma	θνῄσκω	θνήσκω
0085-005	506-507	11	φιλτάτου	lemma	φίλος	φίλτατος
0085-005	506-507	11	φιλτάτου	postag	a-s---mgs	a-s---mg-
0085-005	508-510	3	μὲν	postag	d--------	g--------
0085-005	508-510	7	δ’	postag	b--------	g--------
0085-005	508-510	12	τε	postag	b--------	g--------
0085-005	508-510	18	τ’	postag	b--------	g--------
0085-005	508-510	23	μηκέτ’	relation	ADV	AuxZ
0085-005	508-510	25	ἡμᾶς	postag	p1p---ca-	p-p---ma-
0085-005	512-513	2	δ’	postag	d--------	g--------
0085-005	512-513	3	αὖτε	relation	ADV	AuxY
0085-005	512-513	6	καὶ	postag	b--------	c--------
0085-005	512-513	10	Ἄπολλον	lemma	Ἀπόλλων	̓ἀπόλλων
0085-005	513-517	2	τ’	postag	b--------	g--------
0085-005	513-517	2	τ’	relation	AuxY	COORD
0085-005	513-517	2	τ’	head	6	0
0085-005	513-517	6	προσαυδῶ	relation	PRED	PRED_CO
0085-005	513-517	6	προσαυδῶ	head	0	2
0085-005	513-517	9	τ’	postag	b--------	g--------
0085-005	513-517	12	Ἑρμῆν	relation	OBJ_CO	OBJ_AP_CO
0085-005	513-517	12	Ἑρμῆν	head	21	16
0085-005	513-517	13	,	head	12	16
0085-005	513-517	15	κήρυκα	relation	APOS	OBJ_AP_CO
0085-005	513-517	15	κήρυκα	head	12	16
0085-005	513-517	16	,	relation	AuxX	APOS
0085-005	513-517	16	,	head	0	21
0085-005	513-517	18	σέβας	relation	APOS	OBJ_AP_CO
0085-005	513-517	18	σέβας	head	12	16
0085-005	513-517	21	τε	postag	b--------	g--------
